,PMCID,Journal Title,Year,data_shared,code_relevant,preprint,data_upon_request,code_shared,code_upon_request,preregistration,OSF_exploratory
293,PMC3924242,eLife,2014,0,0,0,0,0,0,0,0
294,PMC3925968,eLife,2014,0,0,0,0,0,0,0,0
295,PMC3927426,eLife,2014,0,1,0,0,1,0,0,0
296,PMC3927632,eLife,2014,1,1,0,0,0,0,0,0
297,PMC3927633,eLife,2014,1,1,0,0,0,0,0,0
298,PMC3930138,eLife,2014,0,0,0,0,1,0,0,0
299,PMC3930140,eLife,2014,0,0,0,0,0,0,0,0
300,PMC3930908,eLife,2014,1,0,0,0,0,0,0,0
301,PMC3930909,eLife,2014,0,1,0,0,0,0,0,0
302,PMC3930910,eLife,2014,0,0,0,0,0,0,0,0
303,PMC3932521,eLife,2014,0,1,0,0,0,0,0,0
304,PMC3932522,eLife,2014,0,0,0,0,0,0,0,0
305,PMC3936282,eLife,2014,0,0,0,0,0,0,0,0
306,PMC3936284,eLife,2014,0,0,0,0,0,0,0,0
307,PMC3936288,eLife,2014,0,1,0,0,0,0,0,0
308,PMC3937803,eLife,2014,0,0,0,0,0,0,0,0
309,PMC3939492,eLife,2014,0,0,0,0,1,0,0,0
310,PMC3939493,eLife,2014,0,0,0,0,0,0,0,0
311,PMC3941026,eLife,2014,1,0,0,0,0,0,0,0
312,PMC3941163,eLife,2014,0,0,0,0,0,0,0,0
313,PMC3944433,eLife,2014,0,0,0,0,0,0,0,0
314,PMC3944437,eLife,2014,0,0,0,0,1,0,0,0
315,PMC3945522,eLife,2014,0,0,0,0,0,0,0,0
316,PMC3948108,eLife,2014,0,0,0,0,0,0,0,0
317,PMC3948109,eLife,2014,0,0,0,0,0,0,0,0
318,PMC3949305,eLife,2014,0,0,0,0,0,0,0,0
319,PMC3949306,eLife,2014,0,0,0,0,0,0,0,0
320,PMC3949416,eLife,2014,0,0,0,0,0,0,0,0
321,PMC3950950,eLife,2014,0,0,0,0,0,0,0,0
322,PMC3953949,eLife,2014,0,0,0,0,0,0,0,0
323,PMC3953950,eLife,2014,0,0,0,0,0,0,0,0
324,PMC3953951,eLife,2014,0,0,0,0,0,0,0,0
325,PMC3956294,eLife,2014,0,1,0,0,0,0,0,0
326,PMC3957165,eLife,2014,0,0,0,0,0,0,0,0
327,PMC3957477,eLife,2014,0,0,0,0,0,0,0,0
328,PMC3957580,eLife,2014,0,0,0,0,0,0,0,0
329,PMC3963506,eLife,2014,1,1,0,0,0,0,0,0
330,PMC3964821,eLife,2014,0,0,0,0,0,0,0,0
331,PMC3964822,eLife,2014,0,0,0,0,0,0,0,0
332,PMC3964823,eLife,2014,0,1,0,0,1,0,0,0
333,PMC3965210,eLife,2014,0,0,0,0,0,0,0,0
334,PMC3965211,eLife,2014,0,1,0,0,0,0,0,0
335,PMC3965213,eLife,2014,0,0,0,0,1,0,0,0
336,PMC3965291,eLife,2014,1,1,0,0,1,0,0,0
337,PMC3966513,eLife,2014,0,0,0,0,0,0,0,0
338,PMC3966514,eLife,2014,0,0,0,0,0,0,0,0
339,PMC3967861,eLife,2014,1,0,1,0,0,0,0,0
340,PMC3968743,eLife,2014,1,1,0,0,0,0,0,0
341,PMC3968744,eLife,2014,0,0,0,0,0,0,0,0
342,PMC3970756,eLife,2014,0,0,0,0,0,0,0,0
343,PMC3970758,eLife,2014,0,0,0,0,0,0,0,0
344,PMC3971415,eLife,2014,0,0,0,0,0,0,0,0
345,PMC3971457,eLife,2014,0,0,0,0,0,0,0,0
346,PMC3974155,eLife,2014,0,0,0,0,0,0,0,0
347,PMC3975579,eLife,2014,0,0,0,0,0,0,0,0
348,PMC3975580,eLife,2014,1,0,0,0,0,0,0,0
349,PMC3975624,eLife,2014,0,0,0,0,0,0,0,0
350,PMC3977343,eLife,2014,0,0,0,0,0,0,0,0
351,PMC3978769,eLife,2014,0,0,0,0,0,0,0,0
352,PMC3978770,eLife,2014,0,0,0,0,0,0,0,0
353,PMC3979144,eLife,2014,0,0,0,0,0,0,0,0
354,PMC3980879,eLife,2014,0,1,0,0,0,0,0,0
355,PMC3983905,eLife,2014,1,0,0,0,0,0,0,0
356,PMC3983907,eLife,2014,1,0,0,0,0,0,0,0
357,PMC3985184,eLife,2014,1,0,0,0,1,0,0,0
358,PMC3985186,eLife,2014,0,1,0,0,0,0,0,0
359,PMC3985187,eLife,2014,0,0,0,0,0,0,0,0
360,PMC3985517,eLife,2014,0,1,0,0,0,0,0,0
361,PMC3985518,eLife,2014,0,1,0,0,1,0,0,0
362,PMC3987120,eLife,2014,0,0,0,0,0,0,0,0
363,PMC3988575,eLife,2014,0,0,0,0,0,0,0,0
364,PMC3989583,eLife,2014,0,1,0,0,0,0,0,0
365,PMC3989595,eLife,2014,0,0,0,0,0,0,0,0
366,PMC3989599,eLife,2014,1,0,0,0,0,0,0,0
367,PMC3989601,eLife,2014,0,0,0,0,0,0,0,0
368,PMC3990184,eLife,2014,1,0,0,0,1,0,0,0
369,PMC3994528,eLife,2014,0,0,0,0,0,0,0,0
370,PMC3996624,eLife,2014,0,1,0,0,0,0,0,0
371,PMC3996625,eLife,2014,0,1,0,0,0,0,0,0
372,PMC3999589,eLife,2014,0,0,0,0,0,0,0,0
373,PMC3999857,eLife,2014,0,1,0,0,0,0,0,0
374,PMC3999860,eLife,2014,0,0,0,0,0,0,0,0
375,PMC4001323,eLife,2014,0,1,0,0,0,0,0,0
376,PMC4001325,eLife,2014,0,1,0,0,0,0,0,0
377,PMC4001326,eLife,2014,0,0,0,0,0,0,0,0
378,PMC4003482,eLife,2014,0,1,0,0,0,0,0,0
379,PMC4003483,eLife,2014,1,0,0,0,0,0,0,0
380,PMC4003774,eLife,2014,0,0,0,0,0,0,0,0
381,PMC4005458,eLife,2014,0,0,0,0,0,0,0,0
382,PMC4007206,eLife,2014,0,0,0,0,0,0,0,0
383,PMC4007207,eLife,2014,0,0,0,0,0,0,0,0
384,PMC4009826,eLife,2014,0,0,0,0,0,0,0,0
385,PMC4011162,eLife,2014,1,0,0,0,0,0,0,0
386,PMC4011332,eLife,2014,0,0,0,0,0,0,0,0
387,PMC4012639,eLife,2014,0,1,0,0,0,0,0,0
388,PMC4013717,eLife,2014,0,0,0,0,0,0,0,0
389,PMC4014012,eLife,2014,0,0,0,0,0,0,0,0
390,PMC4017645,eLife,2014,0,0,0,0,0,0,0,0
391,PMC4017646,eLife,2014,0,0,0,0,0,0,0,0
392,PMC4017647,eLife,2014,1,1,0,0,0,0,0,0
393,PMC4017648,eLife,2014,0,1,0,0,0,0,0,0
394,PMC4017649,eLife,2014,0,0,0,0,0,0,0,0
395,PMC4017650,eLife,2014,0,0,0,0,0,0,0,0
396,PMC4018625,eLife,2014,0,0,0,0,0,0,0,0
397,PMC4021542,eLife,2014,0,0,0,0,0,0,0,0
398,PMC4023160,eLife,2014,0,0,0,0,0,0,0,0
399,PMC4027811,eLife,2014,0,0,0,0,0,0,0,0
400,PMC4027812,eLife,2014,0,1,0,0,0,0,0,0
401,PMC4027813,eLife,2014,0,1,0,0,0,0,0,0
402,PMC4029171,eLife,2014,0,0,0,0,0,0,0,0
403,PMC4029172,eLife,2014,0,0,0,0,0,0,0,0
404,PMC4030575,eLife,2014,0,0,0,0,0,0,0,0
405,PMC4031982,eLife,2014,0,1,0,0,0,0,0,0
406,PMC4031983,eLife,2014,0,0,0,0,0,0,0,0
407,PMC4031984,eLife,2014,0,0,0,0,0,0,0,0
408,PMC4032110,eLife,2014,0,0,0,0,0,0,0,0
409,PMC4032491,eLife,2014,1,1,0,0,1,0,0,0
410,PMC4032492,eLife,2014,0,1,0,0,0,0,0,0
411,PMC4032493,eLife,2014,1,1,0,0,0,0,0,0
412,PMC4033189,eLife,2014,1,1,0,0,0,0,0,0
413,PMC4034684,eLife,2014,1,1,0,1,1,0,0,0
414,PMC4034690,eLife,2014,0,0,0,0,0,0,0,0
415,PMC4034769,eLife,2014,0,1,1,0,0,0,0,0
416,PMC4038839,eLife,2014,0,1,0,0,0,0,0,0
417,PMC4038840,eLife,2014,0,0,0,0,0,0,0,0
418,PMC4038841,eLife,2014,0,0,0,0,0,0,0,0
419,PMC4038845,eLife,2014,0,0,0,0,0,0,0,0
420,PMC4040925,eLife,2014,0,1,0,0,0,0,0,0
421,PMC4040926,eLife,2014,1,0,0,0,0,0,0,0
422,PMC4041139,eLife,2014,0,0,0,0,0,0,0,0
423,PMC4042004,eLife,2014,0,0,0,0,0,0,0,0
424,PMC4042873,eLife,2014,0,0,0,0,0,0,0,0
425,PMC4042876,eLife,2014,1,1,1,0,0,0,0,0
426,PMC4044952,eLife,2014,0,0,0,0,0,0,0,0
427,PMC4046564,eLife,2014,0,0,0,0,0,0,0,0
428,PMC4046565,eLife,2014,0,1,0,0,0,0,0,0
